date,sku_name,sales,store
2016-12-23,Effortless Pant,83,1
2016-12-24,Effortless Pant,63,1
2016-12-25,Effortless Pant,81,1
2016-12-26,Effortless Pant,51,1
2016-12-27,Effortless Pant,60,1
2016-12-28,Effortless Pant,59,1
2016-12-29,Effortless Pant,70,1
2016-12-30,Effortless Pant,63,1
2016-12-31,Effortless Pant,65,1
2017-01-01,Effortless Pant,77,1
2017-01-02,Effortless Pant,45,1
2017-01-03,Effortless Pant,48,1
2017-01-04,Effortless Pant,55,1
2017-01-05,Effortless Pant,58,1
2017-01-06,Effortless Pant,48,1
2017-01-07,Effortless Pant,70,1
2017-01-08,Effortless Pant,78,1
2017-01-09,Effortless Pant,54,1
2017-01-10,Effortless Pant,67,1
2017-01-11,Effortless Pant,42,1
2017-01-12,Effortless Pant,52,1
2017-01-13,Effortless Pant,69,1
2017-01-14,Effortless Pant,62,1
2017-01-15,Effortless Pant,70,1
2017-01-16,Effortless Pant,51,1
2017-01-17,Effortless Pant,58,1
2017-01-18,Effortless Pant,42,1
2017-01-19,Effortless Pant,62,1
2017-01-20,Effortless Pant,71,1
2017-01-21,Effortless Pant,65,1
2017-01-22,Effortless Pant,51,1
2017-01-23,Effortless Pant,46,1
2017-01-24,Effortless Pant,47,1
2017-01-25,Effortless Pant,56,1
2017-01-26,Effortless Pant,48,1
2017-01-27,Effortless Pant,61,1
2017-01-28,Effortless Pant,65,1
2017-01-29,Effortless Pant,63,1
2017-01-30,Effortless Pant,50,1
2017-01-31,Effortless Pant,74,1
2017-02-01,Effortless Pant,65,1
2017-02-02,Effortless Pant,65,1
2017-02-03,Effortless Pant,78,1
2017-02-04,Effortless Pant,88,1
2017-02-05,Effortless Pant,80,1
2017-02-06,Effortless Pant,69,1
2017-02-07,Effortless Pant,68,1
2017-02-08,Effortless Pant,78,1
2017-02-09,Effortless Pant,69,1
2017-02-10,Effortless Pant,59,1
2017-02-11,Effortless Pant,67,1
2017-02-12,Effortless Pant,71,1
2017-02-13,Effortless Pant,45,1
2017-02-14,Effortless Pant,59,1
2017-02-15,Effortless Pant,71,1
2017-02-16,Effortless Pant,65,1
2017-02-17,Effortless Pant,75,1
2017-02-18,Effortless Pant,62,1
2017-02-19,Effortless Pant,85,1
2017-02-20,Effortless Pant,53,1
2017-02-21,Effortless Pant,58,1
2017-02-22,Effortless Pant,58,1
2017-02-23,Effortless Pant,55,1
2017-02-24,Effortless Pant,74,1
2017-02-25,Effortless Pant,76,1
2017-02-26,Effortless Pant,94,1
2017-02-27,Effortless Pant,47,1
2017-02-28,Effortless Pant,68,1
2017-03-01,Effortless Pant,72,1
2017-03-02,Effortless Pant,94,1
2017-03-03,Effortless Pant,77,1
2017-03-04,Effortless Pant,79,1
2017-03-05,Effortless Pant,102,1
2017-03-06,Effortless Pant,67,1
2017-03-07,Effortless Pant,69,1
2017-03-08,Effortless Pant,66,1
2017-03-09,Effortless Pant,69,1
2017-03-10,Effortless Pant,73,1
2017-03-11,Effortless Pant,82,1
2017-03-12,Effortless Pant,83,1
2017-03-13,Effortless Pant,51,1
2017-03-14,Effortless Pant,72,1
2017-03-15,Effortless Pant,53,1
2017-03-16,Effortless Pant,91,1
2017-03-17,Effortless Pant,98,1
2017-03-18,Effortless Pant,93,1
2017-03-19,Effortless Pant,86,1
2017-03-20,Effortless Pant,57,1
2017-03-21,Effortless Pant,86,1
2017-03-22,Effortless Pant,69,1
2017-03-23,Effortless Pant,77,1
2017-03-24,Effortless Pant,86,1
2017-03-25,Effortless Pant,89,1
2017-03-26,Effortless Pant,96,1
2017-03-27,Effortless Pant,63,1
2017-03-28,Effortless Pant,92,1
2017-03-29,Effortless Pant,75,1
2017-03-30,Effortless Pant,90,1
2017-03-31,Effortless Pant,72,1
2017-04-01,Effortless Pant,117,1
2017-04-02,Effortless Pant,109,1
2017-04-03,Effortless Pant,78,1
2017-04-04,Effortless Pant,93,1
2017-04-05,Effortless Pant,101,1
2017-04-06,Effortless Pant,97,1
2017-04-07,Effortless Pant,108,1
2017-04-08,Effortless Pant,115,1
2017-04-09,Effortless Pant,127,1
2017-04-10,Effortless Pant,90,1
2017-04-11,Effortless Pant,84,1
2017-04-12,Effortless Pant,84,1
2017-04-13,Effortless Pant,86,1
2017-04-14,Effortless Pant,92,1
2017-04-15,Effortless Pant,91,1
2017-04-16,Effortless Pant,103,1
2017-04-17,Effortless Pant,72,1
2017-04-18,Effortless Pant,80,1
2017-04-19,Effortless Pant,76,1
2017-04-20,Effortless Pant,87,1
2017-04-21,Effortless Pant,111,1
2017-04-22,Effortless Pant,89,1
2017-04-23,Effortless Pant,119,1
2017-04-24,Effortless Pant,75,1
2017-04-25,Effortless Pant,77,1
2017-04-26,Effortless Pant,103,1
2017-04-27,Effortless Pant,106,1
2017-04-28,Effortless Pant,89,1
2017-04-29,Effortless Pant,119,1
2017-04-30,Effortless Pant,88,1
2017-05-01,Effortless Pant,76,1
2017-05-02,Effortless Pant,105,1
2017-05-03,Effortless Pant,106,1
2017-05-04,Effortless Pant,113,1
2017-05-05,Effortless Pant,104,1
2017-05-06,Effortless Pant,122,1
2017-05-07,Effortless Pant,119,1
2017-05-08,Effortless Pant,66,1
2017-05-09,Effortless Pant,81,1
2017-05-10,Effortless Pant,93,1
2017-05-11,Effortless Pant,110,1
2017-05-12,Effortless Pant,130,1
2017-05-13,Effortless Pant,94,1
2017-05-14,Effortless Pant,140,1
2017-05-15,Effortless Pant,83,1
2017-05-16,Effortless Pant,99,1
2017-05-17,Effortless Pant,92,1
2017-05-18,Effortless Pant,106,1
2017-05-19,Effortless Pant,99,1
2017-05-20,Effortless Pant,128,1
2017-05-21,Effortless Pant,120,1
2017-05-22,Effortless Pant,88,1
2017-05-23,Effortless Pant,105,1
2017-05-24,Effortless Pant,92,1
2017-05-25,Effortless Pant,92,1
2017-05-26,Effortless Pant,107,1
2017-05-27,Effortless Pant,121,1
2017-05-28,Effortless Pant,111,1
2017-05-29,Effortless Pant,89,1
2017-05-30,Effortless Pant,92,1
2017-05-31,Effortless Pant,90,1
2017-06-01,Effortless Pant,84,1
2017-06-02,Effortless Pant,98,1
2017-06-03,Effortless Pant,121,1
2017-06-04,Effortless Pant,131,1
2017-06-05,Effortless Pant,93,1
2017-06-06,Effortless Pant,97,1
2017-06-07,Effortless Pant,95,1
2017-06-08,Effortless Pant,125,1
2017-06-09,Effortless Pant,127,1
2017-06-10,Effortless Pant,143,1
2017-06-11,Effortless Pant,124,1
2017-06-12,Effortless Pant,81,1
2017-06-13,Effortless Pant,101,1
2017-06-14,Effortless Pant,117,1
2017-06-15,Effortless Pant,119,1
2017-06-16,Effortless Pant,110,1
2017-06-17,Effortless Pant,124,1
2017-06-18,Effortless Pant,115,1
2017-06-19,Effortless Pant,92,1
2017-06-20,Effortless Pant,105,1
2017-06-21,Effortless Pant,119,1
2017-06-22,Effortless Pant,100,1
2017-06-23,Effortless Pant,98,1
2017-06-24,Effortless Pant,141,1
2017-06-25,Effortless Pant,128,1
2017-06-26,Effortless Pant,83,1
2017-06-27,Effortless Pant,97,1
2017-06-28,Effortless Pant,93,1
2017-06-29,Effortless Pant,112,1
2017-06-30,Effortless Pant,113,1
2017-07-01,Effortless Pant,120,1
2017-07-02,Effortless Pant,133,1
2017-07-03,Effortless Pant,96,1
2017-07-04,Effortless Pant,115,1
2017-07-05,Effortless Pant,98,1
2017-07-06,Effortless Pant,106,1
2017-07-07,Effortless Pant,122,1
2017-07-08,Effortless Pant,142,1
2017-07-09,Effortless Pant,123,1
2017-07-10,Effortless Pant,101,1
2017-07-11,Effortless Pant,101,1
2017-07-12,Effortless Pant,101,1
2017-07-13,Effortless Pant,115,1
2017-07-14,Effortless Pant,106,1
2017-07-15,Effortless Pant,139,1
2017-07-16,Effortless Pant,155,1
2017-07-17,Effortless Pant,101,1
2017-07-18,Effortless Pant,82,1
2017-07-19,Effortless Pant,121,1
2017-07-20,Effortless Pant,126,1
2017-07-21,Effortless Pant,126,1
2017-07-22,Effortless Pant,117,1
2017-07-23,Effortless Pant,141,1
2017-07-24,Effortless Pant,86,1
2017-07-25,Effortless Pant,105,1
2017-07-26,Effortless Pant,100,1
2017-07-27,Effortless Pant,108,1
2017-07-28,Effortless Pant,95,1
2017-07-29,Effortless Pant,134,1
2017-07-30,Effortless Pant,153,1
2017-07-31,Effortless Pant,92,1
2017-08-01,Effortless Pant,96,1
2017-08-02,Effortless Pant,87,1
2017-08-03,Effortless Pant,108,1
2017-08-04,Effortless Pant,108,1
2017-08-05,Effortless Pant,118,1
2017-08-06,Effortless Pant,124,1
2017-08-07,Effortless Pant,97,1
2017-08-08,Effortless Pant,76,1
2017-08-09,Effortless Pant,95,1
2017-08-10,Effortless Pant,92,1
2017-08-11,Effortless Pant,95,1
2017-08-12,Effortless Pant,126,1
2017-08-13,Effortless Pant,135,1
2017-08-14,Effortless Pant,70,1
2017-08-15,Effortless Pant,92,1
2017-08-16,Effortless Pant,96,1
2017-08-17,Effortless Pant,108,1
2017-08-18,Effortless Pant,108,1
2017-08-19,Effortless Pant,106,1
2017-08-20,Effortless Pant,110,1
2017-08-21,Effortless Pant,67,1
2017-08-22,Effortless Pant,96,1
2017-08-23,Effortless Pant,85,1
2017-08-24,Effortless Pant,100,1
2017-08-25,Effortless Pant,109,1
2017-08-26,Effortless Pant,105,1
2017-08-27,Effortless Pant,130,1
2017-08-28,Effortless Pant,87,1
2017-08-29,Effortless Pant,109,1
2017-08-30,Effortless Pant,79,1
2017-08-31,Effortless Pant,90,1
2017-09-01,Effortless Pant,109,1
2017-09-02,Effortless Pant,112,1
2017-09-03,Effortless Pant,115,1
2017-09-04,Effortless Pant,57,1
2017-09-05,Effortless Pant,78,1
2017-09-06,Effortless Pant,65,1
2017-09-07,Effortless Pant,93,1
2017-09-08,Effortless Pant,98,1
2017-09-09,Effortless Pant,106,1
2017-09-10,Effortless Pant,117,1
2017-09-11,Effortless Pant,85,1
2017-09-12,Effortless Pant,96,1
2017-09-13,Effortless Pant,110,1
2017-09-14,Effortless Pant,87,1
2017-09-15,Effortless Pant,101,1
2017-09-16,Effortless Pant,110,1
2017-09-17,Effortless Pant,106,1
2017-09-18,Effortless Pant,72,1
2017-09-19,Effortless Pant,81,1
2017-09-20,Effortless Pant,82,1
2017-09-21,Effortless Pant,91,1
2017-09-22,Effortless Pant,88,1
2017-09-23,Effortless Pant,92,1
2017-09-24,Effortless Pant,112,1
2017-09-25,Effortless Pant,66,1
2017-09-26,Effortless Pant,89,1
2017-09-27,Effortless Pant,76,1
2017-09-28,Effortless Pant,87,1
2017-09-29,Effortless Pant,102,1
2017-09-30,Effortless Pant,108,1
2017-10-01,Effortless Pant,91,1
2017-10-02,Effortless Pant,72,1
2017-10-03,Effortless Pant,80,1
2017-10-04,Effortless Pant,90,1
2017-10-05,Effortless Pant,77,1
2017-10-06,Effortless Pant,89,1
2017-10-07,Effortless Pant,98,1
2017-10-08,Effortless Pant,108,1
2017-10-09,Effortless Pant,86,1
2017-10-10,Effortless Pant,85,1
2017-10-11,Effortless Pant,72,1
2017-10-12,Effortless Pant,93,1
2017-10-13,Effortless Pant,101,1
2017-10-14,Effortless Pant,98,1
2017-10-15,Effortless Pant,88,1
2017-10-16,Effortless Pant,65,1
2017-10-17,Effortless Pant,78,1
2017-10-18,Effortless Pant,76,1
2017-10-19,Effortless Pant,92,1
2017-10-20,Effortless Pant,95,1
2017-10-21,Effortless Pant,86,1
2017-10-22,Effortless Pant,109,1
2017-10-23,Effortless Pant,71,1
2017-10-24,Effortless Pant,82,1
2017-10-25,Effortless Pant,83,1
2017-10-26,Effortless Pant,108,1
2017-10-27,Effortless Pant,92,1
2017-10-28,Effortless Pant,98,1
2017-10-29,Effortless Pant,102,1
2017-10-30,Effortless Pant,72,1
2017-10-31,Effortless Pant,98,1
2017-11-01,Effortless Pant,87,1
2017-11-02,Effortless Pant,102,1
2017-11-03,Effortless Pant,98,1
2017-11-04,Effortless Pant,103,1
2017-11-05,Effortless Pant,97,1
2017-11-06,Effortless Pant,76,1
2017-11-07,Effortless Pant,83,1
2017-11-08,Effortless Pant,95,1
2017-11-09,Effortless Pant,121,1
2017-11-10,Effortless Pant,111,1
2017-11-11,Effortless Pant,130,1
2017-11-12,Effortless Pant,107,1
2017-11-13,Effortless Pant,69,1
2017-11-14,Effortless Pant,100,1
2017-11-15,Effortless Pant,81,1
2017-11-16,Effortless Pant,84,1
2017-11-17,Effortless Pant,113,1
2017-11-18,Effortless Pant,108,1
2017-11-19,Effortless Pant,104,1
2017-11-20,Effortless Pant,71,1
2017-11-21,Effortless Pant,86,1
2017-11-22,Effortless Pant,89,1
2017-11-23,Effortless Pant,91,1
2017-11-24,Effortless Pant,108,1
2017-11-25,Effortless Pant,142,1
2017-11-26,Effortless Pant,122,1
2017-11-27,Effortless Pant,79,1
2017-11-28,Effortless Pant,99,1
2017-11-29,Effortless Pant,82,1
2017-11-30,Effortless Pant,80,1
2017-12-01,Effortless Pant,88,1
2017-12-02,Effortless Pant,73,1
2017-12-03,Effortless Pant,74,1
2017-12-04,Effortless Pant,50,1
2017-12-05,Effortless Pant,61,1
2017-12-06,Effortless Pant,68,1
2017-12-07,Effortless Pant,59,1
2017-12-08,Effortless Pant,68,1
2017-12-09,Effortless Pant,72,1
2017-12-10,Effortless Pant,65,1
2017-12-11,Effortless Pant,56,1
2017-12-12,Effortless Pant,71,1
2017-12-13,Effortless Pant,45,1
2017-12-14,Effortless Pant,77,1
2017-12-15,Effortless Pant,80,1
2017-12-16,Effortless Pant,76,1
2017-12-17,Effortless Pant,66,1
2017-12-18,Effortless Pant,55,1
2017-12-19,Effortless Pant,68,1
2017-12-20,Effortless Pant,61,1
2017-12-21,Effortless Pant,77,1
2017-12-22,Effortless Pant,85,1
2017-12-23,Effortless Pant,83,1
2017-12-24,Effortless Pant,77,1
2017-12-25,Effortless Pant,39,1
2017-12-26,Effortless Pant,77,1
2017-12-27,Effortless Pant,58,1
2017-12-28,Effortless Pant,57,1
2017-12-29,Effortless Pant,60,1
2017-12-30,Effortless Pant,81,1
2017-12-31,Effortless Pant,93,1
2013-01-01,Sculpt Knit Tank,38,1
2013-01-02,Sculpt Knit Tank,51,1
2013-01-03,Sculpt Knit Tank,42,1
2013-01-04,Sculpt Knit Tank,50,1
2013-01-05,Sculpt Knit Tank,56,1
2013-01-06,Sculpt Knit Tank,48,1
2013-01-07,Sculpt Knit Tank,36,1
2013-01-08,Sculpt Knit Tank,31,1
2013-01-09,Sculpt Knit Tank,36,1
2013-01-10,Sculpt Knit Tank,30,1
2013-01-11,Sculpt Knit Tank,43,1
2013-01-12,Sculpt Knit Tank,52,1
2013-01-13,Sculpt Knit Tank,48,1
2013-01-14,Sculpt Knit Tank,28,1
2013-01-15,Sculpt Knit Tank,49,1
2013-01-16,Sculpt Knit Tank,41,1
2013-01-17,Sculpt Knit Tank,51,1
2013-01-18,Sculpt Knit Tank,47,1
2013-01-19,Sculpt Knit Tank,55,1
2013-01-20,Sculpt Knit Tank,45,1
2013-01-21,Sculpt Knit Tank,31,1
2013-01-22,Sculpt Knit Tank,46,1
2013-01-23,Sculpt Knit Tank,41,1
2013-01-24,Sculpt Knit Tank,45,1
2013-01-25,Sculpt Knit Tank,60,1
2013-01-26,Sculpt Knit Tank,47,1
2013-01-27,Sculpt Knit Tank,50,1
2013-01-28,Sculpt Knit Tank,31,1
2013-01-29,Sculpt Knit Tank,38,1
2013-01-30,Sculpt Knit Tank,35,1
2013-01-31,Sculpt Knit Tank,35,1
2013-02-01,Sculpt Knit Tank,65,1
2013-02-02,Sculpt Knit Tank,52,1
2013-02-03,Sculpt Knit Tank,48,1
2013-02-04,Sculpt Knit Tank,39,1
2013-02-05,Sculpt Knit Tank,45,1
2013-02-06,Sculpt Knit Tank,40,1
2013-02-07,Sculpt Knit Tank,53,1
2013-02-08,Sculpt Knit Tank,53,1
2013-02-09,Sculpt Knit Tank,52,1
2013-02-10,Sculpt Knit Tank,58,1
2013-02-11,Sculpt Knit Tank,34,1
2013-02-12,Sculpt Knit Tank,43,1
2013-02-13,Sculpt Knit Tank,43,1
2013-02-14,Sculpt Knit Tank,55,1
2013-02-15,Sculpt Knit Tank,53,1
2013-02-16,Sculpt Knit Tank,63,1
2013-02-17,Sculpt Knit Tank,61,1
2013-02-18,Sculpt Knit Tank,36,1
2013-02-19,Sculpt Knit Tank,37,1
2013-02-20,Sculpt Knit Tank,49,1
2013-02-21,Sculpt Knit Tank,42,1
2013-02-22,Sculpt Knit Tank,52,1
2013-02-23,Sculpt Knit Tank,50,1
2013-02-24,Sculpt Knit Tank,52,1
2013-02-25,Sculpt Knit Tank,34,1
2013-02-26,Sculpt Knit Tank,49,1
2013-02-27,Sculpt Knit Tank,35,1
2013-02-28,Sculpt Knit Tank,37,1
2013-03-01,Sculpt Knit Tank,60,1
2013-03-02,Sculpt Knit Tank,72,1
2013-03-03,Sculpt Knit Tank,48,1
2013-03-04,Sculpt Knit Tank,52,1
2013-03-05,Sculpt Knit Tank,46,1
2013-03-06,Sculpt Knit Tank,37,1
2013-03-07,Sculpt Knit Tank,67,1
2013-03-08,Sculpt Knit Tank,60,1
2013-03-09,Sculpt Knit Tank,66,1
2013-03-10,Sculpt Knit Tank,70,1
2013-03-11,Sculpt Knit Tank,41,1
2013-03-12,Sculpt Knit Tank,41,1
2013-03-13,Sculpt Knit Tank,41,1
2013-03-14,Sculpt Knit Tank,53,1
2013-03-15,Sculpt Knit Tank,57,1
2013-03-16,Sculpt Knit Tank,65,1
2013-03-17,Sculpt Knit Tank,56,1
2013-03-18,Sculpt Knit Tank,54,1
2013-03-19,Sculpt Knit Tank,51,1
2013-03-20,Sculpt Knit Tank,63,1
2013-03-21,Sculpt Knit Tank,51,1
2013-03-22,Sculpt Knit Tank,53,1
2013-03-23,Sculpt Knit Tank,60,1
2013-03-24,Sculpt Knit Tank,75,1
2013-03-25,Sculpt Knit Tank,34,1
2013-03-26,Sculpt Knit Tank,50,1
2013-03-27,Sculpt Knit Tank,54,1
2013-03-28,Sculpt Knit Tank,57,1
2013-03-29,Sculpt Knit Tank,59,1
2013-03-30,Sculpt Knit Tank,73,1
2013-03-31,Sculpt Knit Tank,72,1
2013-04-01,Sculpt Knit Tank,62,1
2013-04-02,Sculpt Knit Tank,68,1
2013-04-03,Sculpt Knit Tank,76,1
2013-04-04,Sculpt Knit Tank,46,1
2013-04-05,Sculpt Knit Tank,82,1
2013-04-06,Sculpt Knit Tank,92,1
2013-04-07,Sculpt Knit Tank,75,1
2013-04-08,Sculpt Knit Tank,58,1
2013-04-09,Sculpt Knit Tank,55,1
2013-04-10,Sculpt Knit Tank,38,1
2013-04-11,Sculpt Knit Tank,62,1
2013-04-12,Sculpt Knit Tank,60,1
2013-04-13,Sculpt Knit Tank,76,1
2013-04-14,Sculpt Knit Tank,88,1
2013-04-15,Sculpt Knit Tank,67,1
2013-04-16,Sculpt Knit Tank,70,1
2013-04-17,Sculpt Knit Tank,63,1
2013-04-18,Sculpt Knit Tank,53,1
2013-04-19,Sculpt Knit Tank,61,1
2013-04-20,Sculpt Knit Tank,76,1
2013-04-21,Sculpt Knit Tank,90,1
2013-04-22,Sculpt Knit Tank,63,1
2013-04-23,Sculpt Knit Tank,62,1
2013-04-24,Sculpt Knit Tank,55,1
2013-04-25,Sculpt Knit Tank,66,1
2013-04-26,Sculpt Knit Tank,75,1
2013-04-27,Sculpt Knit Tank,77,1
2013-04-28,Sculpt Knit Tank,80,1
2013-04-29,Sculpt Knit Tank,55,1
2013-04-30,Sculpt Knit Tank,62,1
2013-05-01,Sculpt Knit Tank,53,1
2013-05-02,Sculpt Knit Tank,73,1
2013-05-03,Sculpt Knit Tank,102,1
2013-05-04,Sculpt Knit Tank,67,1
2013-05-05,Sculpt Knit Tank,90,1
2013-05-06,Sculpt Knit Tank,52,1
2013-05-07,Sculpt Knit Tank,71,1
2013-05-08,Sculpt Knit Tank,68,1
2013-05-09,Sculpt Knit Tank,67,1
2013-05-10,Sculpt Knit Tank,79,1
2013-05-11,Sculpt Knit Tank,77,1
2013-05-12,Sculpt Knit Tank,93,1
2013-05-13,Sculpt Knit Tank,57,1
2013-05-14,Sculpt Knit Tank,69,1
2013-05-15,Sculpt Knit Tank,56,1
2013-05-16,Sculpt Knit Tank,78,1
2013-05-17,Sculpt Knit Tank,91,1
2013-05-18,Sculpt Knit Tank,83,1
2013-05-19,Sculpt Knit Tank,95,1
2013-05-20,Sculpt Knit Tank,61,1
2013-05-21,Sculpt Knit Tank,76,1
2013-05-22,Sculpt Knit Tank,82,1
2013-05-23,Sculpt Knit Tank,84,1
2013-05-24,Sculpt Knit Tank,80,1
2013-05-25,Sculpt Knit Tank,94,1
2013-05-26,Sculpt Knit Tank,87,1
2013-05-27,Sculpt Knit Tank,54,1
2013-05-28,Sculpt Knit Tank,65,1
2013-05-29,Sculpt Knit Tank,82,1
2013-05-30,Sculpt Knit Tank,71,1
2013-05-31,Sculpt Knit Tank,66,1
2013-06-01,Sculpt Knit Tank,86,1
2013-06-02,Sculpt Knit Tank,87,1
2013-06-03,Sculpt Knit Tank,62,1
2013-06-04,Sculpt Knit Tank,74,1
2013-06-05,Sculpt Knit Tank,62,1
2013-06-06,Sculpt Knit Tank,75,1
2013-06-07,Sculpt Knit Tank,68,1
2013-06-08,Sculpt Knit Tank,96,1
2013-06-09,Sculpt Knit Tank,100,1
2013-06-10,Sculpt Knit Tank,66,1
2013-06-11,Sculpt Knit Tank,67,1
2013-06-12,Sculpt Knit Tank,58,1
2013-06-13,Sculpt Knit Tank,59,1
2013-06-14,Sculpt Knit Tank,78,1
2013-06-15,Sculpt Knit Tank,102,1
2013-06-16,Sculpt Knit Tank,95,1
2013-06-17,Sculpt Knit Tank,50,1
2013-06-18,Sculpt Knit Tank,75,1
2013-06-19,Sculpt Knit Tank,78,1
2013-06-20,Sculpt Knit Tank,78,1
2013-06-21,Sculpt Knit Tank,65,1
2013-06-22,Sculpt Knit Tank,90,1
2013-06-23,Sculpt Knit Tank,100,1
2013-06-24,Sculpt Knit Tank,64,1
2013-06-25,Sculpt Knit Tank,71,1
2013-06-26,Sculpt Knit Tank,73,1
2013-06-27,Sculpt Knit Tank,81,1
2013-06-28,Sculpt Knit Tank,76,1
2013-06-29,Sculpt Knit Tank,63,1
2013-06-30,Sculpt Knit Tank,96,1
2013-07-01,Sculpt Knit Tank,74,1
2013-07-02,Sculpt Knit Tank,81,1
2013-07-03,Sculpt Knit Tank,66,1
2013-07-04,Sculpt Knit Tank,87,1
2013-07-05,Sculpt Knit Tank,84,1
2013-07-06,Sculpt Knit Tank,97,1
2013-07-07,Sculpt Knit Tank,100,1
2013-07-08,Sculpt Knit Tank,62,1
2013-07-09,Sculpt Knit Tank,71,1
2013-07-10,Sculpt Knit Tank,88,1
2013-07-11,Sculpt Knit Tank,73,1
2013-07-12,Sculpt Knit Tank,73,1
2013-07-13,Sculpt Knit Tank,108,1
2013-07-14,Sculpt Knit Tank,102,1
2013-07-15,Sculpt Knit Tank,56,1
2013-07-16,Sculpt Knit Tank,75,1
2013-07-17,Sculpt Knit Tank,70,1
2013-07-18,Sculpt Knit Tank,73,1
2013-07-19,Sculpt Knit Tank,92,1
2013-07-20,Sculpt Knit Tank,104,1
2013-07-21,Sculpt Knit Tank,91,1
2013-07-22,Sculpt Knit Tank,73,1
2013-07-23,Sculpt Knit Tank,84,1
2013-07-24,Sculpt Knit Tank,86,1
2013-07-25,Sculpt Knit Tank,78,1
2013-07-26,Sculpt Knit Tank,85,1
2013-07-27,Sculpt Knit Tank,83,1
2013-07-28,Sculpt Knit Tank,79,1
2013-07-29,Sculpt Knit Tank,58,1
2013-07-30,Sculpt Knit Tank,86,1
2013-07-31,Sculpt Knit Tank,72,1
2013-08-01,Sculpt Knit Tank,58,1
2013-08-02,Sculpt Knit Tank,90,1
2013-08-03,Sculpt Knit Tank,96,1
2013-08-04,Sculpt Knit Tank,88,1
2013-08-05,Sculpt Knit Tank,56,1
2013-08-06,Sculpt Knit Tank,79,1
2013-08-07,Sculpt Knit Tank,55,1
2013-08-08,Sculpt Knit Tank,67,1
2013-08-09,Sculpt Knit Tank,76,1
2013-08-10,Sculpt Knit Tank,83,1
2013-08-11,Sculpt Knit Tank,91,1
2013-08-12,Sculpt Knit Tank,63,1
2013-08-13,Sculpt Knit Tank,77,1
2013-08-14,Sculpt Knit Tank,59,1
2013-08-15,Sculpt Knit Tank,63,1
2013-08-16,Sculpt Knit Tank,86,1
2013-08-17,Sculpt Knit Tank,81,1
2013-08-18,Sculpt Knit Tank,85,1
2013-08-19,Sculpt Knit Tank,54,1
2013-08-20,Sculpt Knit Tank,82,1
2013-08-21,Sculpt Knit Tank,71,1
2013-08-22,Sculpt Knit Tank,80,1
2013-08-23,Sculpt Knit Tank,71,1
2013-08-24,Sculpt Knit Tank,83,1
2013-08-25,Sculpt Knit Tank,97,1
2013-08-26,Sculpt Knit Tank,50,1
2013-08-27,Sculpt Knit Tank,69,1
2013-08-28,Sculpt Knit Tank,67,1
2013-08-29,Sculpt Knit Tank,59,1
2013-08-30,Sculpt Knit Tank,67,1
2013-08-31,Sculpt Knit Tank,68,1
2013-09-01,Sculpt Knit Tank,71,1
2013-09-02,Sculpt Knit Tank,50,1
2013-09-03,Sculpt Knit Tank,66,1
2013-09-04,Sculpt Knit Tank,70,1
2013-09-05,Sculpt Knit Tank,56,1
2013-09-06,Sculpt Knit Tank,89,1
2013-09-07,Sculpt Knit Tank,80,1
2013-09-08,Sculpt Knit Tank,92,1
2013-09-09,Sculpt Knit Tank,48,1
2013-09-10,Sculpt Knit Tank,71,1
2013-09-11,Sculpt Knit Tank,60,1
2013-09-12,Sculpt Knit Tank,67,1
2013-09-13,Sculpt Knit Tank,70,1
2013-09-14,Sculpt Knit Tank,89,1
2013-09-15,Sculpt Knit Tank,79,1
2013-09-16,Sculpt Knit Tank,44,1
2013-09-17,Sculpt Knit Tank,62,1
2013-09-18,Sculpt Knit Tank,66,1
2013-09-19,Sculpt Knit Tank,63,1
2013-09-20,Sculpt Knit Tank,76,1
2013-09-21,Sculpt Knit Tank,73,1
2013-09-22,Sculpt Knit Tank,82,1
2013-09-23,Sculpt Knit Tank,49,1
2013-09-24,Sculpt Knit Tank,60,1
2013-09-25,Sculpt Knit Tank,63,1
2013-09-26,Sculpt Knit Tank,53,1
2013-09-27,Sculpt Knit Tank,73,1
2013-09-28,Sculpt Knit Tank,88,1
2013-09-29,Sculpt Knit Tank,94,1
2013-09-30,Sculpt Knit Tank,45,1
2013-10-01,Sculpt Knit Tank,60,1
2013-10-02,Sculpt Knit Tank,48,1
2013-10-03,Sculpt Knit Tank,38,1
2013-10-04,Sculpt Knit Tank,52,1
2013-10-05,Sculpt Knit Tank,74,1
2013-10-06,Sculpt Knit Tank,77,1
2013-10-07,Sculpt Knit Tank,50,1
2013-10-08,Sculpt Knit Tank,63,1
2013-10-09,Sculpt Knit Tank,68,1
2013-10-10,Sculpt Knit Tank,42,1
2013-10-11,Sculpt Knit Tank,72,1
2013-10-12,Sculpt Knit Tank,61,1
2013-10-13,Sculpt Knit Tank,87,1
2013-10-14,Sculpt Knit Tank,46,1
2013-10-15,Sculpt Knit Tank,58,1
2013-10-16,Sculpt Knit Tank,52,1
2013-10-17,Sculpt Knit Tank,73,1
2013-10-18,Sculpt Knit Tank,65,1
2013-10-19,Sculpt Knit Tank,67,1
2013-10-20,Sculpt Knit Tank,79,1
2013-10-21,Sculpt Knit Tank,53,1
2013-10-22,Sculpt Knit Tank,60,1
2013-10-23,Sculpt Knit Tank,51,1
2013-10-24,Sculpt Knit Tank,67,1
2013-10-25,Sculpt Knit Tank,58,1
2013-10-26,Sculpt Knit Tank,48,1
